empresa,data_coleta,total_reclamacoes,nota_media,indice_solucao,respondidas,voltaram_comprar,aguardando,tempo_resposta
magazine-luiza-loja-online,2026-01-19_152422,61785,8.4,91.1,97.7,75.5,1237.0,O tempo médio de resposta é 10 dias e 3 horas.
