empresa,data_coleta,total_reclamacoes,nota_media,indice_solucao,respondidas,voltaram_comprar,aguardando,tempo_resposta
tokestok,2026-01-19_160149,8318,7.4,84.6,98.9,61.5,84.0,O tempo médio de resposta é 12 dias e 1 hora.
