empresa,data_coleta,total_reclamacoes,nota_media,indice_solucao,respondidas,voltaram_comprar,aguardando,tempo_resposta
mercado-livre,2026-01-19_152242,129962,7.5,75.2,99.2,73.0,597.0,O tempo médio de resposta é 14 dias e 23 horas.
