empresa,data_coleta,total_reclamacoes,nota_media,indice_solucao,respondidas,voltaram_comprar,aguardando,tempo_resposta
kalunga,2026-01-19_161619,3535,8.0,87.4,96.9,70.3,108.0,O tempo médio de resposta é 4 dias e 4 horas.
