empresa,data_coleta,total_reclamacoes,nota_media,indice_solucao,respondidas,voltaram_comprar,aguardando,tempo_resposta
kabum,2026-01-19_153031,9283,8.2,89.0,91.2,74.6,685.0,O tempo médio de resposta é 12 dias e 13 horas.
