empresa,data_coleta,total_reclamacoes,nota_media,indice_solucao,respondidas,voltaram_comprar,aguardando,tempo_resposta
amazon,2026-01-19_152220,102250,8.3,88.6,86.5,81.1,12566.0,O tempo médio de resposta é 17 dias e 17 horas.
