empresa,data_coleta,total_reclamacoes,nota_media,indice_solucao,respondidas,voltaram_comprar,aguardando,tempo_resposta
aliexpress,2026-01-19_155018,15811,6.8,68.5,99.8,58.3,17.0,O tempo médio de resposta é 6 dias e 23 horas.
