empresa,data_coleta,total_reclamacoes,nota_media,indice_solucao,respondidas,voltaram_comprar,aguardando,tempo_resposta
havan-loja-fisica,2026-01-19_161550,1339,7.3,71.9,100.0,66.4,0.0,O tempo médio de resposta é 11 dias e 2 horas.
