empresa,data_coleta,total_reclamacoes,nota_media,indice_solucao,respondidas,voltaram_comprar,aguardando,tempo_resposta
netshoes,2026-01-19_160246,29650,8.4,92.0,97.6,77.3,627.0,O tempo médio de resposta é 10 dias e 4 horas.
